"gene_patient_celltype","d0","d1","d2","d5","d9","d15"
"AC008040.1_ev_CyclingCD8memoryactivatedT",0,0,0,0,0.000803665081150962,0.00100615953373526
"RAMP2_ev_CyclingCD8memoryactivatedT",0,0,0,0,0,0
"PRKDC_sz_CD8effectormemoryT",0,1.27846443556811,1.15259553696875,0.99014170924302,0,0.941937124366295
"CTRC_sz_CD8memoryactivatedT",0,0,0,0,0,0
"RDH10_im_CD4memoryactivatedT",0.0869951307723107,0,0,0.120995689280275,0.0806123465128815,0.0448996675094284
"YOD1_sz_CD4memoryactivatedT",0.147236892989012,0,0,0.00732669010584663,0.0167413203476912,0.0191247539036565
"KCNMB2-AS1_im_PlasmacytoidDC",0,0,0.0151804338431032,0,0,0
"KHDC1_at_CD4memoryactivatedT",0,0,0,0.0622248836068671,0.0289147306539098,0.0430290773356205
"AP003071.1_ec_CD8cytotoxicT",0,0,0,0,0,0
"LINC02605_at_CD8memoryactivatedT",0,0,0,0,0.00145073824944559,0
"AL513365.2_gz_NK2/NKintermediate",0,0,0.0110289875411687,0,0,0
"ACIN1_em_NK3adaptive/terminallymature",0,0,0,0.686631483199786,0.552595842186872,0.56988282203214
"AC104964.2_em_CD4cytotoxicT",0,0,0,0,0,0
"AC024361.1_im_CD8effectormemoryT",0,0,0,0,0,0
"CCDC126_ec_CD8effectormemoryT",0,0,0.1038915096452,1.07823540807941,0,0
"AC068787.5_ev_CyclingCD8T",0,0,0,0.00143889076441836,0,0
"IGHA2_ec_CD4memoryT",0,0.0027382215429001,0,0,0,0
"POP1_im_CD8memoryactivatedT",0,0,0,0.0580644609216159,0.0639456639382384,0.0690735086450582
"AL355816.2_em_CD8cytotoxicT",0,0,0.0233784072176415,0,0,0
"SLC22A11_em_Monocytes",0,0,0,0,0,0
"ZRANB3_sz_Monocytes",0.0776051094170239,0,0,0,0,0
"AC009093.5_sz_CD8cytotoxicT",0,0,0,0,0,0
"HLA-DQB2_em_CD4memoryactivatedT",0,0,0,0,0,0.00206556536771216
"OCEL1_sz_CD8memoryactivatedT",0.602933630893043,0,0,0.15353278418396,0.0800223212013477,0.110364802447344
"CLDN12_em_CD8naiveT",0.00714179078771462,0.0279278715830293,0.0403420122453577,0,0,0
"LINC00393_at_CD8naiveT",0,0,0,0,0,0
"VSTM2B_gz_Neutrophils",0,0,0,0,0,0
"AC100812.1_ec_CD4cytotoxicT",0,0,0,0,0,0
"CFAP298_em_NK2/NKintermediate",0,0.280591107257922,0.362766164297857,0.0813252651431382,0,0
"ADAM11_at_Neutrophils",0,0,0,0,0,0
"MIR34AHG_at_CD4naiveT",0,0,0,0,0,0
"ZNF345_ec_CD8effectormemoryT",0,0,0.0602947310985787,0,0,0
"FLG-AS1_ec_CD4naiveT",0.00176792062737188,0.0014428107553954,0,0,0,0
"VAC14_sz_CD8effectormemoryT",0,0.622567531472335,0.110615833304466,0,0,0
"KDM7A-DT_sz_NK2/NKintermediate",0,0,0.0151408637500555,0,0,0
"ABCG8_at_CD4memoryactivatedT",0,0.122892401496886,0,0.00119526152842109,0.00137427043188062,0
"AL353784.1_gz_Monocytes",0,0,0,0,0,0
"HSPG2_ec_Bcells",0,0.00391814287752637,0,0.00608015226313555,0,0
"AC011477.2_em_CIKcells",0,0,0,0,0,0.00166182629918078
"IRS2_im_CD4cytotoxicT",0,0,0.0218556294359063,0,0,0
"AL133467.4_im_NK2/NKintermediate",0,0,0,0,0,0
"EYA3_rs_CD4memoryactivatedT",0.115614545555412,0,0,0.230427878896199,0.190406690154092,0.146585869644453
"PIEZO1_ev_CD8memoryactivatedT",0,0,0,0.108309569046529,0.152187098670997,0.135603935543874
"MX1_at_Monocytes",2.21328961220504,0,0,0,0,0
"AP000547.3_ec_CIKcells",0,0,0,0,0,0.000500189129019985
"AC004054.1_rs_CD4naiveT",0,0,0,0,0,0
"ZNF385D_em_CyclingCD8memoryactivatedT",0,0,0,0,0,0.00380631198532854
"LINC02242_sz_Bcells",0,0.00274022367062258,0,0.00262599180342674,0,0
"LINC00337_ev_CD4cytotoxicT",0,0,0.00447649507453455,0,0,0
"CORO1C_em_CD4cytotoxicT",0,0,0.0379021694414639,0.0499587043119282,0,0
"IGF1R_em_CD8effectormemoryT",0,0.821113867628546,0.173661591851201,0.112245192450291,0,0
"TSEN34_sz_NK1",0.0819878332662188,0.084180970888445,0.322980042428577,0,0,0
"AC096649.1_at_CD4naiveT",0.00400126985319488,0,0,0,0,0
"SNRPB2_em_CyclingCD8T",0.732130166632138,0,0.99068528040969,1.05115979635612,1.02165331167347,0.66032947344832
"TRAJ13_em_Monocytes",0,0,0,0,0,0
"ZC3H14_sz_CD8naiveT",0.125286676763191,0.19282210521445,0,0,0,1.03938775839069
"ZDHHC18_ev_CD8cytotoxicT",0,0,0.0964326438609142,0.626477160409475,0,0
"AC092634.8_sz_CD4memoryT",0,0,0,0,0,0
"PI4KA_ec_CD8cytotoxicT",0,0,0.25597745882487,1.05098423967886,0,0
"SELENOH_gz_Monocytes",0.921175648875733,0,0,0,0,0
"KCNAB1-AS1_ec_CD8effectormemoryT",0,0,0,0,0,0
"RPS20_gz_CD4naiveT",3.29931110476664,3.30471516814424,3.14128681097165,3.03506516712675,2.77024807983543,2.8765671893227
"MED22_gz_CD4memoryactivatedT",0,0,0,0.0232049447112014,0.0285030808218998,0.017677922770791
"DYNLL2_sz_CD8naiveactivatedT",0,0,0,0.171917644555612,0.196408919972711,0.1740713890004
"IDH1_ec_NK3adaptive/terminallymature",0,0,0.245420230067035,0.186948967401454,0.179857593255631,0.22761437115164
"AC090229.1_im_Neutrophils",0,0,0,0,0,0
"THY1_ev_NK1",0,0,0,0,0,0
"MDH2_gz_CD4memoryT",0.419342635065277,0.333908990734204,0.254417049627868,0.3102480974095,0,0.463371754724201
"MFNG_im_MyeloidDC",0,0.0535304084204494,0.0912089138404296,0,0,0
"CLK4_im_CD4naiveT",0.10873416525554,0.190923878513256,0,0,0,0
"AC023469.2_ec_NK2/NKintermediate",0,0,0,0,0,0
"BRSK1_at_NK1",0.0187726679582629,0.00428570350891757,0,0,0,0
"DOCK3_em_CD8memoryactivatedT",0,0,0,0.164694658255022,0.151754896414591,0.114703555673377
"ARRDC5_ev_Monocytes",0.0201938281768223,0,0,0,0,0
"ARHGAP42_im_CD8memoryactivatedT",0,0,0,0,0.00606376038904744,0.0015424678692787
"GSG1_em_NK3adaptive/terminallymature",0,0,0,0.003945910827553,0.00564700433403319,0.0011678082142053
"FSBP_rs_CyclingCD8T",0,0,0,0.013387042545242,0.0241093381404785,0
"CBSL_ec_NK1",0,0,0,0,0,0
"FIBCD1_ec_CD8naiveactivatedT",0,0,0,0,0,0
"AC090948.1_ev_CD8naiveT",0.0162313732664934,0.00689309859139014,0,0,0,0
"LINC01260_em_MyeloidDC",0,0,0.0027215891235017,0,0,0
"UBE2V2_at_CyclingCD8memoryactivatedT",0,0,0,0.403215198321441,0.500617071372775,0.559722826901939
"AL136368.1_gz_CD8naiveactivatedT",0,0,0,0.00854170051636558,0,0.00186774537067024
"FFAR3_gz_CyclingCD8T",0,0,0,0.000180680028163407,0,0
"AC022558.2_at_CD8cytotoxicT",0,0,0.0142771770616691,0,0,0
"RSPO4_sz_CD4naiveT",0,0.00261518980767761,0,0,0,0
"AC016769.6_im_CD4memoryactivatedT",0,0,0,0,0,0
"TCP10L2_rs_CD8naiveT",0,0,0,0,0,0
"ARL5A_ev_CD4memoryT",0.307815459632612,0.343379188421956,0.373246803802025,0,0,0.36125348816147
"MXD1_at_CD4memoryT",0.073583841865099,0.0922141373064253,0.0586718576019882,0.200418793747118,0.139641251452612,0
"PHACTR3_im_CD8naiveT",0,0.00291374380040271,0,0,0,0
"HSD11B1L_ev_NK2/NKintermediate",0,0,0.00230581028150309,0,0,0
"AC027801.4_at_CD8effectormemoryT",0,0,0.00045001262604962,0,0,0
"TRMT11_gz_CD8cytotoxicT",0,0,0.576834238746382,0,0,0
"AC239799.1_sz_MyeloidDC",0,0,0,0,0,0
"TEAD3_sz_CD8naiveactivatedT",0,0,0,0.00372863526220705,0.000565727214547638,0.00369791560323957
"AC008691.1_sz_PlasmacytoidDC",0,0,0,0,0,0
"DCTN4_rs_CD8naiveT",0.205286937881711,0.225937281626459,0.545796477441806,0,0,0
"LINC01720_ev_CyclingCD8memoryactivatedT",0,0,0,0,0,0
"NCEH1_gz_NK3adaptive/terminallymature",0,0,0.278292710489575,0.143879507629148,0.136174487449328,0.107879265325362
"CNOT2_sz_NK3adaptive/terminallymature",0.715480861264068,0,0.474907851583828,0.48602073337342,0.513590568028332,0.399787697221486
"COMMD1_im_γδTcells",0.28366803222779,0.278644674490993,0.469845665874162,0,0,0
"CHSY1_ec_CD4memoryactivatedT",0.178245276734558,0.132050270772919,0,0.229570301413412,0.117951438416894,0.0968421735341076
"SNX32_sz_CIKcells",0,0,0,0,0.0195714169562121,0
"AC004839.2_rs_CD8naiveT",0,0.00241592897891335,0,0,0,0
"DOCK7_ev_CD8effectormemoryT",0,0,0.0801628508372876,0.0684554309667925,0,0
"LINC01361_at_CyclingCD8memoryactivatedT",0,0,0,0,0,0
"EFEMP2_ev_Monocytes",0.00206823428841496,0,0,0,0,0
"NRBP2_sz_MyeloidDC",0,0.0282263960437613,0.00743188322941175,0,0,0
"PRKCB_rs_CIKcells",1.2254816818467,0.510708959279886,0,1.17631655123713,1.23790055692873,1.17378216545187
"AL512622.1_ev_γδTcells",0,0,0,0,0,0
"NGB_ec_CyclingCD8memoryactivatedT",0,0,0,0,0.000211856432202997,0.00037368228675601
"LINC02033_ev_Monocytes",0.000750235947759034,0,0,0,0,0
"CRB2_sz_CD4cytotoxicT",0,0,0.000348740506646697,0,0,0
"C3orf85_ec_CD4memoryT",0,0,0,0,0,0
"TRNP1_ec_γδTcells",0,0,0,0.0730256417203781,0,0
"GOLGA6C_im_CD8naiveactivatedT",0,0,0,0,0,0
"HMCN2_ec_CD8naiveT",0,0,0,0,0,0
"AC022098.3_im_CIKcells",0,0,0,0,0,0
"IL31RA_im_CyclingCD8T",0,0,0,0.000314791350780732,0,0
"PRDM16-DT_em_CD4naiveT",0,0,0,0,0,0
"AP001437.2_ev_Monocytes",0.00772847453237082,0,0,0,0,0
"NRSN1_gz_CD4naiveT",0,0,0,0,0,0
"AC023421.1_rs_CyclingCD8T",0,0,0,0,0,0
"AC092809.2_em_CIKcells",0,0,0,0,0,0.000864479983645559
"RCVRN_at_NK2/NKintermediate",0,0,0,0,0,0
"STPG1_em_CD8cytotoxicT",0,0,0.0284616215109434,0,0,0
"AC036214.2_sz_CD8naiveT",0,0,0,0,0,0
"AL135818.3_im_PlasmacytoidDC",0,0,0,0,0,0
"ZFAND3_ec_CD8effectormemoryT",0,1.37832262957657,1.01246729470828,2.37000444890255,0.608952994222519,0
"AGPS_at_CD8effectormemoryT",0,0.622968069313488,0.374299315071248,0,0.292994559820448,0
"CCDC25_em_CD8naiveactivatedT",0.478067736285292,0.746105016315953,0,0.364216498056888,0.357873400436145,0.397464890805649
"U2AF1L4_ec_Monocytes",0.0957564817600031,0,0,0,0,0
"MYBPHL_at_CyclingCD8memoryactivatedT",0,0,0,0,0,0
"ARHGEF6_im_CyclingCD8T",0,0,0.297624642488474,0.623207379533098,0.913908984541097,0.938385894210034
"AC034234.1_gz_PlasmacytoidDC",0,0,0,0,0,0
"AP000350.6_im_CD8naiveT",0,0.00371925112847784,0,0,0,0
"SPATA8-AS1_ec_Neutrophils",0,0,0,0,0,0
"LCAL1_ev_CD4memoryT",0,0,0,0,0,0
"CEP85_at_CD4cytotoxicT",0,0,0.0622783049961025,0,0,0
"MEI4_sz_Neutrophils",0,0,0,0,0,0
"AC011442.1_im_NK2/NKintermediate",0,0,0.00242237175073161,0,0,0
"AL078582.2_rs_NK2/NKintermediate",0,0,0,0,0,0
"MTREX_gz_CD8effectormemoryT",0,1.4513894860695,0.619267614224134,0.585229152978037,0.782376143562508,0
"GLRA3_em_CD8effectormemoryT",0,0,0.000384222196725754,0,0,0
"ENPP4_em_CD4naiveT",0.0321432725903895,0.0269868953771288,0.0414556173412741,0,0,0
"RTN1_gz_CD4memoryactivatedT",0,0,0,0.00227885148214237,0.00134838816673409,0
"L3MBTL2_rs_NK2/NKintermediate",0,0.281414867440805,0.11835444838689,0.426552081599054,0,0
"AL137186.2_ev_CD4memoryactivatedT",0,0,0,0,0.00198735535423058,0
"CTBP1_sz_NK3adaptive/terminallymature",0.418478496340609,0,0.292273634979275,0.24844521731182,0.145276856301935,0.163192003229607
"AL162741.1_ec_γδTcells",0,0,0,0,0,0
"CCDC148_sz_CD8naiveactivatedT",0,0,0,0,0,0.000231481196677592
"METTL7B_em_γδTcells",0,0,0,0,0,0
"MAK_at_Monocytes",0.242973553732185,0,0,0,0,0
"PPFIA2_rs_CD4memoryT",0,0.00102663108543588,0,0,0,0
"PATL1_ec_γδTcells",0.113039554210963,0.112337440247325,0,0,0.393740916064967,0
"GSTT2B_ev_Bcells",0,0,0,0,0,0
"ZNF620_at_Bcells",0.0238075773567591,0.0267092599507909,0.0327123403312459,0.0258684495801268,0.0336977792466315,0.126478447516954
"AL359706.1_gz_CD8memoryactivatedT",0,0,0,0.0228421885570082,0.0377214709531044,0.0318501709429626
"LINC02734_ec_NK2/NKintermediate",0,0,0,0,0,0
"AC087277.2_ec_PlasmacytoidDC",0,0,0,0,0,0
"CYP2A13_im_Bcells",0,0,0,0,0,0
"GP1BB_gz_CD8naiveT",0.00353580170794667,0,0,0,0,0
"AC015631.1_gz_CD8naiveT",0,0,0,0,0,0
"MORC4_gz_CD8effectormemoryT",0,0,0.0945465740071699,0,0,0
"SCN11A_rs_Bcells",0.0137610343176669,0.0218502244825567,0.00719022309037064,0.0449798672089879,0,0
"ZCCHC3_ev_γδTcells",0.132391876628063,0.0904132468719755,0.144931067222692,0,0,0
"SCART1_em_CyclingCD8T",0,0,0,0.0108363850808215,0.00513112297723252,0
"ASB11_em_CD8effectormemoryT",0,0,0,0,0,0
"VIRMA_sz_CD4memoryactivatedT",0.449748197313489,0.344973451341208,0,0.267477261390655,0.321586849556427,0.223191982840382
"ZNF654_gz_CD8naiveT",0.151081690365365,0.236085113602262,0,0,0,0
"LINC00911_at_PlasmacytoidDC",0,0,0,0,0,0
"RPAIN_em_CD8effectormemoryT",0,0,0.329284939818701,0.202486140740702,0.78347252126013,0
"AC007637.1_gz_NK3adaptive/terminallymature",0,0,0,0.00152559040436803,0,0
"AC007255.1_rs_Neutrophils",0,0,0,0,0,0
"AL034405.1_ec_Neutrophils",0.0263048171174486,0,0,0,0,0
"AL133370.1_at_MyeloidDC",0,0,0.001269358250069,0,0,0
"AC104982.2_rs_CD4cytotoxicT",0,0,0.00251711930770453,0,0,0
"ALDOA_em_MyeloidDC",0,0.152550913076002,0.15917520568075,0,0,0
"PITPNA-AS1_im_NK3adaptive/terminallymature",0.362034632161371,0,0.0989738543896144,0.140042933053846,0.14856678619641,0.0311952805198335
"SKP2_rs_Monocytes",0.043738500028803,0,0,0,0,0
"AC104850.2_gz_CyclingCD8memoryactivatedT",0,0,0,0.00458259655592628,0.0309661444539136,0.0474517169172617
"AC004594.1_ec_CyclingCD8T",0,0,0,0.000184897430652111,0,0
"CDKN3_rs_CD4naiveT",0.0115908392041621,0.0130133186874869,0,0,0,0
"AC078925.1_sz_CD4naiveT",0,0,0,0,0,0
"MRPL41_gz_CD8effectormemoryT",0,0,1.0631326431371,1.05813082098353,0.782376143562508,1.65805527110493
"HSPA1L_rs_NK3adaptive/terminallymature",0,0,0,0.0127658803512615,0.0055489703882691,0.00901287381229698
"MED21_gz_CD8naiveactivatedT",0.302070199695585,0,0,0.190617917027884,0.141079932445142,0.15006344541343
"XBP1_gz_Monocytes",0.595943925032652,0,0,0,0,0
"SPTBN1_at_CD4memoryT",0.212292534449454,0.215794977730344,0.327672397134514,0.233396282138811,0.0778100598217475,0
"AC113167.1_ev_CD8naiveT",0,0,0,0,0,0
"ZNF25-DT_rs_CIKcells",0,0,0,0,0,0
"GNPTAB_at_γδTcells",0.424944380491223,0.43553084428374,0.384601024513583,0.449296022753337,0.513483161608781,0
"ANKRD10-IT1_gz_CIKcells",0.161618698380931,0,0,0,0.00682382019751622,0.00816211598544776
"GPHN_rs_NK1",0.232392545804323,0.306689546938767,0.713410651227871,0.588412619904207,0.811419164311608,0
"AL021391.1_at_CD8naiveactivatedT",0,0,0,0,0,0
"TFIP11_em_Monocytes",0.0531873498662244,0,0,0,0,0
"AC116552.1_ec_CD4memoryT",0,0.00150338691015361,0,0,0,0
"SCARNA9_sz_CD8memoryactivatedT",0,0,0,0,0,0.00194774283845083
"LINC02731_em_CyclingCD8T",0,0,0,0.00213871641714313,0.00202560094802944,0.00741682747689641
"AL139106.1_rs_PlasmacytoidDC",0.0165392186502858,0.0231998586341043,0,0,0,0
"C7orf77_im_CD4naiveT",0,0,0,0,0,0
"CAPN3_sz_Monocytes",0.0450718608674309,0,0,0,0,0
"LINC01957_gz_Neutrophils",0,0,0,0,0,0
"AL035665.2_sz_CyclingCD8memoryactivatedT",0,0,0,0,0,0
"RND3_rs_CD4memoryT",0,0,0,0,0,0
"MORF4L2_im_NK1",0.204164020296521,0.290058044803717,0,0,0,0
"AC068134.1_em_CD8memoryactivatedT",0,0,0,0,0,0
"AC108206.1_gz_CIKcells",0,0,0,0,0,0
"AC018943.1_rs_CD4memoryactivatedT",0,0,0,0,0,0
"GET1_im_NK3adaptive/terminallymature",0,0,0.346907961370492,0.072932774013098,0.145206523466356,0.0754587116061157
"NBAS_sz_Bcells",0.199960963775922,0.359763996988049,0.36008657673057,0.393465943301712,0,0
"MAGEC3_ev_Neutrophils",0,0,0,0,0,0
"MFSD14B_gz_Monocytes",0.507352705610206,0,0,0,0,0
"AC137932.1_ev_CD4memoryT",0,0,0,0,0,0
"SLC12A8_em_CD8effectormemoryT",0,0,0.0177053979672921,0,0,0
"ECSIT_ev_CD8naiveT",0.0479634203886618,0.088749464296761,0,0,0,0
"SEC22B_sz_NK3adaptive/terminallymature",0.297002364923459,0,0.20529823698235,0.21766514273915,0.226361134324551,0.187580097953206
"AC011676.3_im_Neutrophils",0,0,0,0,0,0
"NXT2_gz_Monocytes",0.0525445038784022,0,0,0,0,0
"AC055854.1_gz_Bcells",0.00778312728017098,0.0132025083396452,0.0134041204796658,0.0279297810984361,0.0299188136751924,0
"EFNA3_ev_CD4naiveT",0,0.00331612736335443,0,0,0,0
"HIST1H2BJ_em_CD4naiveT",0.00884851718084906,0.0220044214557348,0,0,0,0
"NGLY1_sz_NK2/NKintermediate",0,0.89680786430557,0.413396358849216,0,0,0
"CTRL_sz_CD8cytotoxicT",0,0,0.0103845025429231,0,0,0
"ITGA8_sz_NK2/NKintermediate",0,0,0.00204945973499384,0,0,0
"AC006064.1_ec_PlasmacytoidDC",0,0,0,0,0,0
"HERC3_rs_CIKcells",0,0.101450270934171,0,0.368150021298151,0.22532414562642,0.210752640384528
"CYB5RL_gz_Neutrophils",0,0,0,0,0,0
"SH3RF1_im_CD8naiveT",0,0,0,0,0,0
"KCNJ13_ev_MyeloidDC",0,0.00554174702891046,0.00823362708163102,0,0,0
"AP003469.2_gz_Monocytes",0.00111789778436673,0,0,0,0,0
"DMRT2_at_CyclingCD8memoryactivatedT",0,0,0,0,0,0.00131544628496111
"KCNV2_at_CD8naiveactivatedT",0,0,0,0.0128593748363677,0.0119565367314788,0.00800103672259916
"LRWD1_rs_CD8naiveactivatedT",0,0,0,0.0266170036746325,0.0312649076228627,0.0293542092529584
"FAM13C_em_CD8naiveactivatedT",0,0,0,0,0.00143237206626707,0
"LINC01989_ev_PlasmacytoidDC",0,0,0,0,0,0
"KLC2_rs_CD8naiveactivatedT",0,0,0,0.034400798766677,0.0314551548410429,0.0287981199364348
"LINC01195_sz_CIKcells",0,0,0,0,0,0
"AC092119.3_im_CD8effectormemoryT",0,0,0.000972205930392192,0,0,0
"FMR1_em_PlasmacytoidDC",0.171483576442083,0.196913229983161,0.139796756535649,0,1.15318150652622,0
"GNAO1_sz_CD8cytotoxicT",0,0,0.00122531435466054,0,0,0
"AC025162.1_rs_NK1",0,0,0,0,0,0
"AL353752.2_gz_MyeloidDC",0,0,0,0,0,0
"CRACR2B_gz_CIKcells",0,0,0,0,0.0101501317651361,0.0154898193488012
"AL021396.1_gz_PlasmacytoidDC",0,0,0,0,0,0
"DUSP14_gz_CyclingCD8memoryactivatedT",0,0,0,0.0189443778410898,0.0835645451884647,0.0785561349165254
"TRAV5_im_PlasmacytoidDC",0,0,0,0,0,0
"VWDE_at_CD8cytotoxicT",0,0,0.00261192857151555,0,0,0
"Z83843.1_ev_CD8effectormemoryT",0,0,0.0319009239949309,0.119381634839559,0,0
"HIGD1A_ev_CD8cytotoxicT",0,0,0.309691817084416,0.477854205870349,0,0
"AC104561.3_rs_NK3adaptive/terminallymature",0,0,0,0,0,0
"MAP10_ec_CD4naiveT",0,0.00661320282757015,0,0,0,0
"MIF_ec_CD8cytotoxicT",0,0,3.17805351793699,0,3.10666452411369,0
"AC027601.3_im_CD8naiveactivatedT",0,0,0,0,0,0
"NACA2_im_Monocytes",0.00372245987884092,0,0,0,0,0
"GALNT7_sz_γδTcells",0.0989767797481796,0.131661079118013,0,1.29493776734038,0,0
"AC235097.1_sz_CD8effectormemoryT",0,0,0,0,0,0
"AC127024.2_rs_CD8naiveT",0,0,0,0,0,0
"RANBP9_ev_NK1",0.217815155170232,0.37362949843462,0.175521946917916,0.8913826139327,0,0
"LINC01080_ec_CD4cytotoxicT",0,0,0,0,0,0
"IGLC7_ec_CD4cytotoxicT",0,0,0.000246874881773529,0,0,0
"SPTBN5_im_CyclingCD8T",0,0,0,0.000125933106172456,0,0
"RAB3A_ec_CIKcells",0,0,0,0,0,0.00497815055628196
"AC091153.4_em_NK3adaptive/terminallymature",0,0,0,0,0.00118456022219924,0
"AC244102.4_gz_CD8naiveT",0,0,0,0,0,0
"SMIM22_ev_CD8naiveactivatedT",0,0,0,0,0,0
"AC006369.1_rs_CD8naiveactivatedT",0.598958515556117,0,0,0.0422719566440979,0.0760255282311683,0.124794169538931
"ARHGEF15_rs_CD8cytotoxicT",0,0,0,0,0,0
"PDZD8_at_CD8memoryactivatedT",0,0,0,0.0910955087026236,0.166127247557411,0.163734725130269
"AC011523.1_gz_Neutrophils",0,0,0,0,0,0
"AC122719.1_sz_NK2/NKintermediate",0,0,0,0,0,0
"AL031673.1_rs_CD4cytotoxicT",0,0,0.000889896988435333,0,0,0
"AC006059.1_rs_MyeloidDC",0,0.0872550668725938,0.104510610138857,0,0,0
"NSFL1C_ev_Bcells",0.116591958198407,0.183636864480725,0.244239933765866,0.168977043050429,0,0
"RARB_em_Bcells",0,0.00916993331306811,0.00456627736181116,0.00871078134520123,0,0
"AC010132.1_at_CIKcells",0,0,0,0,0,0
"ATG12_ev_CD8cytotoxicT",0,0,0.424751698754119,0.213777674302862,0,0
"ANKRD18A_ev_Neutrophils",0,0,0,0,0,0
"DPP4_at_CD8naiveT",0.083107697453943,0.0658104072833027,0,0,0,0.916260732924116
"AC079148.2_ec_CD4cytotoxicT",0,0,0,0,0,0
"FBXW10_im_CD8cytotoxicT",0,0,0.000639482489631356,0,0,0
"MAP1LC3C_ev_CIKcells",0,0,0,0,0,0
"POU2F3_rs_γδTcells",0,0,0,0,0,0
"AL162293.1_gz_NK1",0,0.00172967825683782,0,0,0,0
"GRIN2C_im_MyeloidDC",0,0.00535973292865674,0.0118849364731784,0,0,0
"UBE2M_ec_Monocytes",0.289678898511528,0,0,0,0,0
"LINC02236_rs_PlasmacytoidDC",0,0,0,0,0,0
"TUSC3_rs_Bcells",0,0,0,0.0102823438735017,0,0
"COA5_ec_MyeloidDC",0,0.0744413495911661,0.124443867739771,0,0,0
"CD274_im_CD8memoryactivatedT",0,0,0,0.13601795228139,0.0467682459901312,0.0437692182123396
"PARP15_ev_NK2/NKintermediate",0,0,0.197774934167023,0.503901413975179,0,0
"ASB16-AS1_sz_NK2/NKintermediate",0,0,0.031086539963431,0,0,0
"STOML3_sz_NK3adaptive/terminallymature",0,0,0,0,0,0
"C4orf47_at_CD4naiveT",0.00294966844672517,0.010635495019621,0,0,0,0
"FANCG_sz_MyeloidDC",0,0.00481885488292473,0.0202426702752,0,0,0
"NMBR_em_NK2/NKintermediate",0,0,0,0,0,0
"C15orf39_em_NK2/NKintermediate",0,0,0.0165129189579701,0,0,0
"TMC8_im_CD8cytotoxicT",0,0,0.182072963680912,0,0,0
"GAD1_im_NK2/NKintermediate",0,0,0.00211009075791723,0,0,0
"RSL1D1_ec_CD4cytotoxicT",0,0.879254953273841,1.24331788027745,0.800893359045246,1.38153396415269,0
"TRAV20_gz_CD8memoryactivatedT",0.637699177303607,0,0,0,0.0336360262907197,0.0382237368795551
"AKTIP_ev_Bcells",0.0515195709416275,0.0473864184971841,0.0454989588133533,0.0949796230578024,0,0
"SMIM8_ev_CD4cytotoxicT",0,0,0.138134166899756,0.163349432821638,0,0
"GORAB_rs_CyclingCD8memoryactivatedT",0.241083262655952,0,0,0.0409255471215886,0.0620249001465086,0.046462850624727
"AL034348.1_ec_CD8cytotoxicT",0,0,0,0,0,0
"OR2AK2_gz_CIKcells",0,0,0,0,0,0
"AD000090.1_rs_PlasmacytoidDC",0,0,0,0,0,0
"MGAT3-AS1_em_Neutrophils",0,0,0,0,0,0
"CEP85L_ev_Bcells",0.244034598304296,0.235452822701484,0.328722904581028,0.449191517263232,0.45008082617435,0
"AC004771.5_ev_MyeloidDC",0,0,0,0,0,0
"BX322234.1_em_CD8naiveactivatedT",0,0,0,0,0,0.00199052041012174
"TMEM234_at_CD8memoryactivatedT",0,0,0,0,0.0338989028135358,0.0213567138538584
"AC010183.2_sz_CD4cytotoxicT",0,0,0,0,0,0
"CEP55_sz_CD4memoryactivatedT",0.0352127877074383,0,0,0.0999243575671426,0.0302050741551039,0.021561897900146
"AL355310.3_at_NK2/NKintermediate",0,0,0,0,0,0
"AC148477.1_ec_MyeloidDC",0,0,0,0,0,0
"WDR63_ec_NK3adaptive/terminallymature",0,0,0.152910784948366,0.306782834499151,0.149119368107907,0.177506096645264
"GADD45G_at_CD8cytotoxicT",0,0,0.0324361768681354,0,0,0
"AC100823.1_rs_CyclingCD8memoryactivatedT",0,0,0,0,0,0
"UBTFL1_em_CD8memoryactivatedT",0,0,0,0,0,0
"TVP23B_em_CD4naiveT",0.0345501120480029,0.100858512325803,0.128569822524602,0.694877155960089,0,0
"HSD17B4_at_CD4naiveT",0.0950258453897639,0.165822613901372,0.137728374741764,0,0,0
"ST3GAL6_sz_CD4naiveT",0.0044171746938116,0.00617518197904969,0,0,0,0
"PLD3_at_PlasmacytoidDC",0.100376241815628,0.27884466860372,0.0852642609203385,0.465080924132972,0,0
"FSCN3_rs_CD4cytotoxicT",0,0,0.00537135189547914,0,0,0
"SCNN1D_em_CD8effectormemoryT",0,0,0,0,0,0
"AL353771.1_gz_CD8memoryactivatedT",0,0,0,0,0.000886021541357744,0
"SPIC_sz_CD8cytotoxicT",0,0,0,0,0,0
"AC021491.2_rs_NK3adaptive/terminallymature",0,0,0,0.00185110775422011,0.00239822229385192,0
"RAPGEF2_at_CyclingCD8memoryactivatedT",0,0,0,0.292338576916648,0.210635886864677,0.315362578780003
"GNE_at_CIKcells",0,0,0.428306693376633,0.111146573126649,0.109687058521352,0.113771080368535
"SMYD3-IT1_gz_CD8naiveactivatedT",0,0,0,0,0.00222795055435431,0
"AL049647.1_em_γδTcells",0,0,0,0,0,0
"IPO13_im_CD4memoryactivatedT",0.113656052195379,0,0,0.013141771591223,0.0287874331441223,0.0159655242239533
"AC022509.3_em_CyclingCD8T",0,0,0,0,0,0
